-0.04588084,5.105864,-2.828841
-0.0470048,5.105893,-2.829332
-0.04776959,5.105422,-2.830093
-0.04838929,5.104758,-2.830863
-0.04815491,5.103754,-2.831574
-0.04679823,5.10303,-2.83181
-0.04534282,5.102427,-2.831944
-0.04369472,5.101789,-2.832079
-0.0427302,5.101467,-2.832116
-0.04167341,5.101162,-2.832121
-0.04058363,5.100907,-2.832044
-0.03949882,5.100706,-2.831862
-0.03841882,5.100542,-2.83161
-0.03732673,5.100389,-2.831292
-0.03621601,5.100255,-2.830912
-0.03507631,5.100137,-2.830533
-0.03389978,5.100029,-2.830144
-0.03267864,5.099927,-2.829809
-0.03143085,5.099835,-2.829463
-0.03016988,5.099746,-2.82918
-0.02890948,5.099655,-2.828915
-0.02766635,5.099576,-2.828663
-0.02646367,5.099532,-2.828412
-0.025284,5.099528,-2.828069
-0.02412863,5.099555,-2.827702
-0.02299771,5.099591,-2.827339
-0.02183287,5.099625,-2.826969
-0.02068059,5.099662,-2.826582
-0.01954791,5.0997,-2.826214
-0.01841482,5.099717,-2.825881
-0.01724538,5.09969,-2.825584
-0.01602576,5.099624,-2.825378
-0.01475768,5.09953,-2.825224
-0.01345558,5.099424,-2.825135
-0.01213833,5.099307,-2.825086
-0.01087389,5.099193,-2.825035
-0.009661088,5.099095,-2.824944
-0.008500321,5.09904,-2.82469
-0.00732947,5.099039,-2.824243
-0.006063768,5.099074,-2.823597
-0.004681664,5.099145,-2.822685
-0.003212466,5.099266,-2.82146
-0.001801761,5.099373,-2.820245
-0.0003383841,5.099509,-2.818986
0.001207067,5.099653,-2.817564
0.002861995,5.099815,-2.816057
0.00464617,5.09998,-2.814395
0.00653301,5.100141,-2.812716
0.00844661,5.100299,-2.81098
0.01030039,5.100479,-2.809248
0.01213236,5.100701,-2.80742
0.01396537,5.100974,-2.805526
0.01582204,5.101274,-2.803595
0.01771002,5.101573,-2.801651
0.01962614,5.101866,-2.799677
0.0216029,5.102156,-2.797656
0.02355187,5.102443,-2.795681
0.02551828,5.102705,-2.793863
0.02746804,5.102887,-2.792309
0.02934062,5.102978,-2.790934
0.03110141,5.102986,-2.789769
0.03276243,5.10292,-2.788875
0.03447378,5.102842,-2.787973
0.03607989,5.102724,-2.787214
0.03760631,5.102581,-2.786709
0.03905734,5.102416,-2.786331
0.04041832,5.102256,-2.786052
0.04169396,5.102111,-2.785716
0.04299437,5.102041,-2.785285
0.04436867,5.102038,-2.784823
0.04568956,5.102035,-2.784458
0.04703427,5.102027,-2.784241
0.0483771,5.102025,-2.78414
0.04974311,5.102062,-2.783981
0.05116219,5.102176,-2.783925
0.05266141,5.102366,-2.783836
0.05434961,5.102677,-2.783779
0.05604329,5.103025,-2.783714
0.05767395,5.103391,-2.783679
0.05920003,5.103778,-2.78369
0.06062071,5.104171,-2.783808
0.06194746,5.104557,-2.783986
0.06317271,5.104943,-2.784227
0.06433935,5.105313,-2.784505
0.06543808,5.105687,-2.784728
0.0664615,5.106073,-2.784915
0.06743487,5.106465,-2.785147
0.06841996,5.106841,-2.785462
0.0693769,5.107135,-2.785876
0.07038727,5.107341,-2.786262
0.07153839,5.107533,-2.786588
0.07274334,5.107737,-2.78676
0.07394207,5.107952,-2.786877
0.07502539,5.108134,-2.787063
0.0767269,5.108268,-2.787325
0.07791699,5.108005,-2.787477
0.07921875,5.107663,-2.787408
0.08078779,5.107353,-2.787164
0.08176848,5.10715,-2.786982
0.08288217,5.106923,-2.786755
0.08403239,5.106682,-2.78656
0.08511782,5.106418,-2.786373
0.08674428,5.105802,-2.785903
0.08746432,5.105227,-2.785396
0.08664156,5.104627,-2.784492
0.08535469,5.104245,-2.783966
0.08364992,5.103878,-2.783408
0.08256321,5.103737,-2.783097
0.08128756,5.103646,-2.782716
0.07982743,5.103632,-2.782262
0.07824743,5.103659,-2.781779
0.07648145,5.103745,-2.781304
0.07447776,5.103889,-2.780792
0.07221699,5.104076,-2.78026
0.06978325,5.10427,-2.779738
0.06738425,5.104484,-2.779205
0.06502257,5.104717,-2.778733
0.06272784,5.104958,-2.778289
0.06051734,5.105193,-2.777907
0.05839801,5.105392,-2.777544
0.05634559,5.105547,-2.777246
0.05431532,5.105645,-2.777007
0.05229886,5.105697,-2.776762
0.05031071,5.105742,-2.776452
0.0483473,5.105787,-2.776225
0.04640298,5.105803,-2.776057
0.04449114,5.105773,-2.775952
0.04268663,5.105718,-2.775865
0.04096464,5.105636,-2.775837
0.03930717,5.105548,-2.775756
0.03768519,5.105477,-2.775634
0.03609187,5.105444,-2.775485
0.03455729,5.105433,-2.77538
0.03311963,5.10543,-2.775335
0.03181531,5.105437,-2.775252
0.0304778,5.105445,-2.775142
0.02918797,5.10547,-2.775043
0.02792761,5.105501,-2.774933
0.02666133,5.10555,-2.774786
0.02537419,5.105619,-2.774632
0.02406388,5.10569,-2.774524
0.02280384,5.105761,-2.77444
0.02158124,5.105829,-2.774374
0.02039328,5.105914,-2.774287
0.01921228,5.106029,-2.774142
0.01802573,5.106185,-2.773983
0.01680963,5.106384,-2.773769
0.01551587,5.106603,-2.773541
0.01424961,5.106833,-2.773315
0.012971,5.107043,-2.773194
0.01168234,5.107202,-2.773153
0.01039993,5.107301,-2.773188
0.009129395,5.107374,-2.773201
0.00785525,5.107436,-2.773256
0.006510463,5.107466,-2.77335
0.005198301,5.107488,-2.773471
0.003866155,5.107479,-2.773632
0.002506127,5.107451,-2.773797
0.001112439,5.107406,-2.774004
-0.000305807,5.107347,-2.774241
-0.001743015,5.107296,-2.774357
-0.003269862,5.107275,-2.774335
-0.00475037,5.107268,-2.774289
-0.006244006,5.107287,-2.774252
-0.007751492,5.107332,-2.77421
-0.009259479,5.107391,-2.774186
-0.01074749,5.107457,-2.77419
-0.01221803,5.107522,-2.774212
-0.01375809,5.107587,-2.774226
-0.01532292,5.107663,-2.774175
-0.01692583,5.107749,-2.774069
-0.01858443,5.107832,-2.773913
-0.02029719,5.107884,-2.773759
-0.02203773,5.107904,-2.773562
-0.02371074,5.107947,-2.773328
-0.02544301,5.107965,-2.773098
-0.02720253,5.107988,-2.772838
-0.02898651,5.10802,-2.772584
-0.03080278,5.10804,-2.772307
-0.03264746,5.108043,-2.772063
-0.03450982,5.108004,-2.771914
-0.0363584,5.107897,-2.771953
-0.038275,5.107749,-2.772048
-0.04015029,5.107546,-2.772189
-0.04189817,5.107295,-2.772391
-0.0434032,5.107024,-2.772768
-0.04456521,5.106785,-2.773349
-0.04603048,5.1063,-2.773957
-0.04654412,5.105748,-2.774766
-0.04611551,5.105158,-2.775542
-0.04507313,5.104689,-2.776208
-0.04323222,5.104556,-2.77675
-0.04202509,5.104735,-2.776964
-0.04064775,5.105065,-2.777144
-0.03912761,5.105511,-2.777305
-0.03749353,5.105995,-2.777467
-0.03578279,5.106605,-2.777531
-0.03400623,5.107359,-2.77756
-0.03219512,5.108295,-2.777483
-0.0304235,5.109423,-2.777263
-0.02882298,5.110701,-2.776863
-0.02751665,5.112026,-2.776223
-0.02643188,5.113341,-2.775822
-0.02555656,5.114705,-2.775434
-0.02482824,5.116115,-2.774943
-0.02417754,5.117599,-2.774426
-0.02359511,5.119175,-2.773877
-0.02309447,5.120822,-2.773271
-0.02255029,5.122515,-2.772594
-0.02212847,5.124187,-2.77195
-0.02182373,5.12581,-2.771267
-0.02160875,5.127282,-2.770633
-0.02146121,5.128517,-2.770031
-0.021348,5.129558,-2.769531
-0.02124477,5.130463,-2.769026
-0.0211434,5.13133,-2.768496
-0.02089389,5.13272,-2.767577
-0.02043871,5.133512,-2.766643
